1,aWL3wkAxFC,52:03,19345,8687,9105,Culinaria
2,bRVrn67j9Luymo0QKu,09:06,6057,5049,536,Noticias
3,MJazr9Us,50:44,22044,15634,3591,Noticias
4,lzERaIac,00:04,4260,681,2931,Filmes
5,9 V6Im,56:51,8920,4536,3629,Musica
6,uHyvVlLU8,10:49,13264,1844,9131,Culinaria
7,x6zS3Y,30:56,10037,4886,2313,Filmes
8,CJ388bmdUdnzoQBO1jWP,15:51,7109,1284,1870,Esportes
9,Nds0 ZSigfDZ4MKDex,52:53,30766,20158,8084,Esportes
10,z8ZGebGGr8DuB93Ik,47:06,10534,2168,4143,Noticias
11,EbxJUbOnWy2uyxFoTEqu,47:57,29937,12734,10119,Vlogs
12,v1d279,59:39,16746,15490,1098,Tecnologia
13,2o1xO ,04:10,873,604,210,Culinaria
14,Zy0uEuMfP,39:47,26837,1583,8574,Esportes
15,JwdTcT2LbZp9fq,26:33,23540,5311,378,Culinaria
16,p5CiHBn,48:49,20680,9961,5232,Filmes
17,AmPjhBGSlMNyvvSsXa,38:59,29609,26626,1695,Tecnologia
18,FZQdxEIpMl0x0V,05:08,9015,7540,497,Esportes
19,6Lp3JJX8U6Ln7d,18:02,31676,6928,20345,Culinaria
20,ZU7l EMhw9qK,04:37,22008,20315,822,Educacao
21,d98gP5ofHCtVRqV8,43:45,32153,22746,4635,Filmes
22,RDktB4icxmAKU,54:55,16384,3904,1488,Musica
23,LgvRZEiH9SN49uMx,29:52,20605,8518,1266,Educacao
24,Tu5fD88AjFr2vvY,17:44,23943,15983,7013,Musica
25,kN4GaJJH7m0jJcU,30:28,29964,2523,13585,Moda
26,xdf9ThEv38sLPRfm,51:57,20167,183,12722,Moda
27,AI4qd1yFJthbu,53:28,11367,2157,3126,Noticias
28,GU8MYPr7,09:08,29077,12252,2211,Vlogs
29,rZ3xMwmJ775oF,55:51,10385,2468,2832,Educacao
30,0iCiVQr5CLC N,08:09,9216,4788,3843,Vlogs
31,GnAvPJktJKnwwIZ,19:43,31861,6898,6172,Tecnologia
32,54UdKAu,00:11,24472,11167,4278,Esportes
33,hvEgdEV,13:15,29773,20632,1253,Musica
34,yVjTZdZ7RcLbYFqmxjM,56:28,4726,190,3360,Filmes
35,14oaAWc,36:32,19428,2753,7875,Esportes
36,UNbjtO3sjFPiSqPWU,52:05,21384,17830,1999,Noticias
37,Ws6xUIkvkndGfm,21:39,20934,2510,6569,Educacao
38,7RI0H9Hp94KmEIvcuz,14:39,27327,6629,406,Noticias
39,M7vh8jrVCTrVLOswvN ,58:03,14861,6478,5836,Moda
40,MPZTbwMwFDkOeCHUm,53:41,18933,3819,1068,Musica
41,ATsnQuMAWCY 0eHk,58:40,21960,18568,2034,Esportes
42,bWVIgWazAPFaTY,45:12,30606,12366,3094,Jogos
43,6Z63NMpFJmgKyh,09:09,20939,20930,5,Noticias
44,mvULFD,53:04,8926,8254,534,Tecnologia
45,Le3XGm8hiwaPQU,05:59,30428,9556,5048,Educacao
46,fZsD5qFNPqZAe,39:16,24625,2412,5382,Culinaria
47,VFxV7iGF9TAN5,04:24,5269,1434,3496,Esportes
48,9bhO1x,30:12,14489,14090,201,Vlogs
49,mz8vh,51:19,30796,24427,3991,Filmes
50,Fz8rGCarCf9jrXlXmq,25:29,28390,12298,102,Noticias
51,J5p5HMCCvF9tF,03:10,12702,9369,2273,Educacao
52,YAHjoQFAJ011CqVnTj,37:36,27248,27209,22,Esportes
53,MfI4Aw2J,41:32,2015,598,497,Culinaria
54,HDpYBn4HYCG5gJqaKme,56:48,501,57,359,Vlogs
55,c E3I,24:44,28809,7947,5284,Musica
56,MvbDmlhK5veulcc,20:09,23036,11839,6079,Tecnologia
57,e5D9cT9x,10:50,4983,1651,1133,Vlogs
58,dmmXSmUjnciGGoomuk,18:00,9019,5083,1973,Vlogs
59,v T94tb5LP,26:43,8460,630,5771,Moda
60,yoxziG7,14:48,32716,5757,4557,Filmes
61,0QgmI6smY7XmFe9Q3G,57:42,20356,1429,15061,Moda
62,6df2lbWR5qlB,38:24,14272,12266,1934,Culinaria
63,zmvky5Uxxgh7F7rLjJpx,10:25,3447,1400,1577,Educacao
64,Ib98kA9tGnO5g,27:22,18054,771,10354,Vlogs
65,R4j1Y8RSfADY s1PMBKf,21:20,17425,2721,5775,Tecnologia
66,1Afrq ,24:13,15371,5155,9299,Educacao
67,3vYYhHVhoJOTUOhJRE26,00:11,16222,1467,13978,Educacao
68, u95wABMW5PFB,55:00,20604,15851,1264,Culinaria
69,REnBHtE7HpZ u,01:27,17989,5352,4394,Educacao
70,Wif4MmgZN9sk8,29:12,11838,1141,7767,Noticias
71,kkva4abH N,18:30,14309,10996,2415,Filmes
72,WcCNJLE,04:45,2773,708,1297,Musica
73,A365Z,28:42,23265,8101,785,Noticias
74,UNoE1hShy4zU08PxO,06:57,12615,1338,4986,Educacao
75,AIWIOXL7ehvIB4A,08:39,12906,10855,1545,Jogos
76,lP AQSqwNKCKAjPN,42:06,4888,127,936,Moda
77,1nGftOg UmY,42:56,30220,6619,21787,Jogos
78,4FNQR,53:51,4638,3058,527,Educacao
79,Z2AcyqdhAEARJa80t0,24:34,22735,9750,3636,Musica
80,Iku6VAZFkvLHOvW1Qcbx,29:50,29678,15189,10928,Jogos
81,ObNE59,05:38,14222,7382,2281,Tecnologia
82,1FipgSuQ59Kxbre40u,30:03,3655,149,157,Moda
83,ovXGUcPMek,16:33,27336,7788,11972,Jogos
84,iGZEchUrhvLxbFynu0id,42:49,17003,2418,4565,Educacao
85,U0q1a1QdzC,32:46,25933,21277,2795,Educacao
86,TBuPq2 06kbD7I,29:29,1767,961,684,Esportes
87,dc0c5a,26:20,23802,21940,35,Musica
88,sVmugVf3O,59:40,723,210,466,Jogos
89,EHTfDXSP9f,16:54,32700,2009,22744,Moda
90,wh0N5ROX9,42:36,24127,4854,11405,Musica
91,rlBwFE,29:31,1663,1518,18,Tecnologia
92,mhPoOd,57:38,6581,6333,132,Vlogs
93,lQFSXKFldOB6Fkc,42:13,6736,4433,825,Culinaria
94,AiiOyU wc,56:28,8977,1079,7876,Culinaria
95,Lrq0HMjsM0Ry,52:11,24995,13259,8026,Educacao
96,2eFHbUrqmR6wE,36:33,3100,345,1227,Moda
97,VfDxq,09:21,14579,2072,11703,Filmes
98,npx Eq,53:42,10885,6159,878,Educacao
99,qv5 kdAj,10:53,15890,7008,2780,Moda
100,6CZfqqsfZ86VU6ZH6Ifr,16:45,7131,5008,418,Culinaria
101,sXJKw1wpr,36:49,17846,8971,5896,Culinaria
102,3H5WKU,45:12,4301,883,3,Culinaria
103,hagbLoEAV ,11:02,6024,3084,2777,Musica
104,M3ZiaEQ,27:30,19829,13772,5767,Jogos
105,JoqfIgz,38:21,13218,8458,1288,Musica
106,hPK CukH3M56EX3,40:13,11705,7270,1718,Esportes
107,9vnQd,57:27,19081,1865,2979,Musica
108,90Y Og,50:52,12287,3461,3268,Moda
109,7wJ0khtmoNh827CaxHV1,50:52,7288,7020,166,Educacao
110,cPcBet6 e8,31:51,15959,173,212,Moda
111,zqowI r7mgZeyxa,20:35,20313,12973,2500,Jogos
112,kXL67aS3 A6Z,36:04,68,31,31,Filmes
113,pKhbNgKr,22:21,22154,16461,440,Esportes
114,Qu8hJcdTcQh2KE,23:45,6100,4223,1752,Noticias
115,iWgVgYPhQev9dZBuWYa,59:17,32141,31186,98,Musica
116,gpyNkr6C,00:22,1484,215,34,Musica
117,jTMZdvt,34:57,15268,14737,379,Filmes
118,X32cob5,04:45,31532,18570,939,Noticias
119,Aspq6p42yq,25:45,7384,4701,1503,Educacao
120,pQrGVWnAEWFDUBJl6s,59:22,1136,584,321,Culinaria
121, l0Micy pQmX,27:44,225,165,24,Jogos
122,qLU4nmY4r1 xY,19:03,28947,13728,4681,Vlogs
123,Og6kcqyKBlC8cqMY5U,57:23,31285,1031,25166,Vlogs
124,qKi7IZ,52:07,29255,16879,10136,Musica
125,YMcP2UfcIv3sKGswWyej,57:53,9696,5947,330,Jogos
126,pUCQqi6bCm75XHz,46:56,16974,5604,6325,Educacao
127,aY1q9GU8gwn,52:17,4718,2665,1483,Jogos
128,ntJltG3bMNff7Ufbs,36:46,525,243,273,Jogos
129,v1mxua,25:34,18736,4629,3360,Jogos
130,Ilv76IcDJn3RVoWID,24:26,2981,1658,867,Vlogs
131,qW43rjWDrUhKsiPjmh,33:06,10067,4966,3011,Esportes
132,UTSvBh,39:01,30771,27539,16,Filmes
133,Ymuw7qfbNF,21:01,18317,6967,7854,Esportes
134,ersG5LqyOdzVeqyzr5,07:37,25413,24110,456,Noticias
135,SjGvYQfiAB,26:55,18438,9927,857,Musica
136,X35UcGhh90k,24:49,18759,11076,1837,Esportes
137,QsDvs,53:21,12493,5403,3154,Musica
138,AYS15ohs7C1Mo,35:48,17329,260,12332,Noticias
139,1IC7Ft lDWo0,15:06,9372,6074,2074,Culinaria
140,dYKsRP,27:39,19788,2772,3901,Educacao
141,EPsykyesnwXSIKNH9O,03:13,913,254,402,Culinaria
142,IrJpMGjJOzK8YU2se,28:25,5275,3918,181,Moda
143,Y02A7vfmyjATmL,57:29,32305,20788,6855,Culinaria
144,5fIX3zLhEP rV5,12:52,21339,17893,2160,Vlogs
145,a2 rkDTmvYYSKB,33:57,914,484,305,Moda
146,nU4m83oLbo8WlcB,10:16,25027,4303,16487,Esportes
147,EqtatUaPps47yIoF90sd,03:46,13706,5326,8155,Educacao
148,FSCVA akRsPvagEQyJGo,07:46,31110,11368,12244,Filmes
149,j9eqi02KrDcs2vEOy4n,17:13,16902,7247,5878,Noticias
150,D8uu6m,05:42,6794,525,4474,Filmes
151,weP4KWyyXoygE7JYdC,28:32,10151,1425,6332,Vlogs
152,8ylexrYCn5W2CdX6,40:23,21442,7044,5826,Esportes
153,IDWmqUFFLOWf2tvZyN,40:14,1260,394,708,Moda
154,FI42 1Ci,04:13,6482,303,5467,Filmes
155,grYvxYppJ4nR,37:03,8580,2117,5877,Tecnologia
156,fV1SuYCvqf87Lp,10:57,11386,2505,1901,Esportes
157,4CqS5WW8pA2rHLjxbWk,27:05,24798,23199,1092,Educacao
158,MvhtzdkAB86JjEWdu,53:56,27942,26097,233,Educacao
159,A4ldXN,28:08,5183,1397,2365,Tecnologia
160,1dMT PIZk,17:31,9055,5727,160,Musica
161,GjWiGPWBpvjoVHIFp,09:12,9731,9318,54,Jogos
162,JnqlcJSpNjw3naEpaN1,53:08,7353,5003,2022,Culinaria
163,cCzat,53:45,19868,16907,2819,Moda
164,cpTWX,50:07,17315,14799,1747,Tecnologia
165,9snHxgMG4wva7ZwqabQF,28:30,23383,5787,4732,Educacao
166,kzB5izt1azZXh7zbI,59:23,669,417,77,Culinaria
167,AEI8uUkblimrahmw,14:09,19352,6670,12264,Tecnologia
168,M0IfqVNd,06:20,28742,17979,9389,Noticias
169,eFqcL,26:36,2495,1307,933,Culinaria
170,OTBgUaQRbT4BdjvDI,57:46,2685,2422,176,Jogos
171,dsnCn585mBs,33:28,6852,5868,834,Moda
172,T5WdY39tyWOQ5R,31:46,15858,9778,489,Culinaria
173,R3U UdLh2y,35:06,31790,5610,22835,Culinaria
174,9dvMQXKgoyUo,42:51,18996,18586,205,Culinaria
175,PwdjNu3WfUvxr7Y0NI,33:32,5776,4289,1485,Musica
176,G 4DlD4O,21:56,18987,2310,5187,Filmes
177,GhiEqFLxQs,53:44,27810,17512,5863,Tecnologia
178,8xaWt,12:51,203,181,19,Culinaria
179,0G57wM,44:34,8867,1908,2118,Educacao
180,5 ulIqsbQX1reDbs,30:22,6893,1122,5534,Esportes
181,zQ1A2OMMaSB1,09:51,14812,3869,2801,Musica
182,7KBZ6gDaotU21cROkz4,08:21,11398,9415,515,Moda
183,ReYAfWB6cd5fG0wpwZ8,00:42,12616,6423,56,Noticias
184,Q CjTVUR6d5ms3K4v05K,34:24,749,148,370,Moda
185,HgvxpxyugnS9G,12:44,13011,8751,1983,Noticias
186,fcTzogg,50:42,30645,20728,2141,Tecnologia
187,d76Ve6Ixgv3,05:49,8730,3681,1700,Culinaria
188,M08 eFSTy1G,32:20,25129,6335,16289,Noticias
189,0b3glWKwE3zRtGZYx,56:01,28599,16958,3876,Jogos
190,h1tNk,58:56,7496,3170,3632,Tecnologia
191,7nCtvGsuNimoK,27:35,29160,1454,3411,Moda
192,qevet,14:45,15030,7961,6602,Tecnologia
193,eqdBjZjRIQG52,07:57,22872,8476,11058,Noticias
194,CQmZ3o9tDUp9o,51:12,27667,670,1649,Educacao
195,Mq4NIG6Fdb,38:11,17505,12143,430,Jogos
196,4nW3Vi6J0ZGzTmd,57:08,26504,4343,15,Esportes
197,PG 6a,54:37,79,78,0,Moda
198,XJv7FlQF,38:11,2479,1301,66,Moda
199,nh7zEaxsWvZxgljQcl,22:46,3816,3523,197,Vlogs
200,5OG2ITB,47:35,1729,1696,2,Tecnologia
201,jYcFP2,25:13,1280,1276,2,Culinaria
202,ESgjJUZOy4jSwBEBs,55:13,10564,7102,1628,Filmes
203,4IT5TO0,57:00,1164,921,21,Culinaria
204,KRc3bRsxA,47:27,31185,13910,2992,Culinaria
205,fa4rk,01:11,16697,5263,8981,Esportes
206,psBJpQNt,14:36,27829,12531,205,Moda
207,niH8wKkQBZzIt9j,51:33,27140,4112,5791,Musica
208,766S4DLoM5,54:58,17611,13016,3817,Musica
209,uJRVD,18:28,8968,2912,2140,Musica
210,8i7cziaPIyyOSzibuCuU,08:29,24080,5400,7984,Educacao
211,YU4XCqN03JqHUn,17:54,26082,14400,4527,Filmes
212,mLUEBTk08a59AY,08:40,12151,2529,8773,Moda
213,mrrl8Jh,25:49,20097,14034,3938,Educacao
214,PDcOG1nYlIUD IZal,04:35,22504,3146,18778,Musica
215,HEvz45BQeuoSwinnEx9,48:08,26091,8210,8363,Vlogs
216,uPw9EVyVFeeUmZ2P,44:36,11270,10139,693,Culinaria
217,wg6769LDjszikHeJie,14:39,27225,18852,1446,Moda
218,fTk4Rk8pgYuzc52Zw92,29:36,4539,331,173,Musica
219,sH0y7feviM4K14jCd,33:12,3150,2472,34,Esportes
220,wchd9hBzoVDc,34:31,2003,1218,443,Educacao
221,VEzTMTUEdnd97QC9D,15:32,23235,15720,2381,Jogos
222,GB vffb,49:32,31971,1,20749,Tecnologia
223,MlQAJlab,52:43,16170,15772,341,Musica
224,dD2vqSEuzpn4zN,20:31,19157,9302,2596,Filmes
225,C3bUU3WgJOqt9,28:10,18652,8591,2138,Educacao
226,FxPA0WHvJzj,44:34,24509,20791,1178,Tecnologia
227,MUOoc,53:23,6466,2419,1979,Tecnologia
228,sOzATOygw1tXjjg,38:07,10706,8670,587,Filmes
229,RGdVGPoytbTGwKK,45:56,9432,4618,201,Noticias
230,WfBYrMOqdCs,03:18,13155,1595,8476,Vlogs
231,K9PXX0aKpHSBAOjgYVc,25:22,13930,8877,3643,Esportes
232,dSoKPq5a82c 4,09:41,5323,5234,18,Moda
233,4XsGNuznSlFp9,24:13,12979,775,2027,Jogos
234,cYCFMgXpgnNu,13:40,18265,14074,608,Vlogs
235,H06SVBMfXGfhCns4YMRs,43:13,11125,9501,549,Musica
236,zMScy6Tnk,15:52,23216,22493,615,Esportes
237,c7vB5HSEQ2OK9rg,22:42,1711,1609,64,Musica
238,GEPLu7UZfDhmldd4ZD,41:21,8438,8155,96,Filmes
239,B8gouby8EGh24iQ,23:34,30388,26201,515,Esportes
240,2k4quN4rj8Nsx,58:15,20275,5526,12520,Esportes
241,JcVkj6vd2xOboyoB,12:38,7170,3510,1597,Culinaria
242,9K1qIEBlt 0ny6et2m,56:11,18038,8332,3015,Vlogs
243,bdIsrcz,18:16,29824,339,23619,Culinaria
244,AW8SXquBj,41:38,5583,1877,248,Moda
245,oHlSz8KiAPXsRzlh,32:14,25289,22450,757,Educacao
246,2Z5QVp8Ha,43:05,25727,6044,1506,Esportes
247,Xu7hmtA7K,41:35,32585,159,17087,Educacao
248,jDNmQSBbhR,53:49,359,100,42,Vlogs
