1,bbQnB41Gi,52:14,16615,190,14372,Noticias
2,f8zIvdO78G26,39:01,13382,4139,7060,Tecnologia
3,pBUK3z2hAAMq69x,14:26,11354,4762,4686,Filmes
4,RiKDtxpPskb,42:33,26764,19031,2057,Vlogs
5,cgooT,40:22,963,264,309,Culinaria
6,kztmIz3sGbRMjTuJkJP,40:42,16227,8416,2437,Culinaria
7,o7XiJxZKurBDU1OG,32:04,21761,20368,564,Vlogs
8,mZjCS9OTHqJkH,10:45,15406,14525,434,Educacao
9,QdhVT,57:17,17125,2630,13491,Vlogs
10,dXBGNZdvHTv8o,45:12,18543,7609,5626,Filmes
11,nPowWFxSZmBar,35:04,15338,5408,474,Esportes
12,ZFQELLaF8N1l,17:26,16610,14237,1210,Tecnologia
13,EBKZD1b1,12:25,1912,936,73,Moda
14,uJjFiHNJP2SZjHYw,52:45,2651,638,1625,Musica
15,fC1VAUwF59PWQnzQ,14:53,27372,4395,2823,Esportes
16,4jQp0MCANWkKrP4Mx,34:44,15847,3901,1558,Moda
17,WgXWe9x06ACvZc63D,13:33,19029,18348,150,Culinaria
18,jvu8Iu Pi6WnH9WOaQXe,51:33,3159,140,3002,Jogos
19,efC2maX7mWo04n,50:22,13984,3235,8424,Jogos
20,HRsgKVHMswX2ZchwX,36:07,4059,2251,82,Noticias
21,xHI9rmP8qKqx1pEDBP9,06:13,1031,25,573,Vlogs
22,vMByiZG0ujKEz37uWnTC,48:38,15984,14790,453,Educacao
23,RDb OUvDFn,42:24,29132,7474,15597,Jogos
24,lM2PynQgwGq8vNpv,31:59,28465,6182,1334,Moda
25,X49RgN11mU,30:16,12170,667,2575,Filmes
26,SXGZd2AmzZcKUMXN2,54:47,11341,9241,1664,Musica
27,6Wo89Mn6lhx2C3R,51:58,24108,18487,4178,Jogos
28,5QObH0KT,13:18,12917,24,12299,Jogos
29,tmJJ N9qrK,50:58,6007,1263,2407,Moda
30,er84LdjLeJN,41:20,12957,4830,360,Filmes
31,dFMXF5Bwipxs,28:40,14534,6724,6879,Educacao
32,PJJiZnu70dLJJOQ0ITWk,21:51,801,420,230,Filmes
33,1XP2sYq,07:31,8955,1043,6795,Esportes
34,A1Neg,47:46,328,156,111,Esportes
35,vRbWNJwibIPcgXrl2,45:48,7907,5840,1564,Filmes
36,hB76 mrNHYli,36:59,29532,12572,1332,Esportes
37, TpRPK4o8gcC4Q,47:12,32002,30551,547,Moda
38,LPHbIYAqs4ELIm,32:06,15162,7438,3066,Culinaria
39,iBXhKTSB,20:01,17722,4287,7334,Filmes
40,GrxYPc9c6s3bqt4O,37:46,13767,4412,7426,Vlogs
41,k7tN8VisbOSE0eLoWCBN,26:02,25392,1735,11471,Jogos
42,eJ5tizFTfQrELSpdsOz,39:11,26054,21178,1739,Vlogs
43,TB7QvaEDfT,25:37,20600,7121,4950,Tecnologia
44,cSYZAkyR93nrfeER,34:25,620,119,404,Esportes
45,OsYxXteDn6,17:08,29387,20926,5444,Educacao
46,de0gOz4OAY70jVUkyD,30:09,16999,4741,2627,Esportes
47,dma685tCiftOrYBm4hRv,23:17,29206,5150,11705,Musica
48,lWLQOe,34:34,25623,5454,7528,Educacao
49,4Lcw5eQ1YXD19TTuh,49:58,32213,16430,5464,Educacao
50,TGrFF0jn1trd,25:30,630,26,340,Educacao
51,N5G4pWUAgw,23:02,26489,24216,2031,Musica
52,DmKhC,34:10,14966,10182,2982,Moda
53,99lxUK,59:23,27515,3405,22608,Moda
54,faa1CKn,23:23,27807,2938,18952,Noticias
55,0TRFLdNpRAf,38:43,2058,1131,28,Vlogs
56,CrrANdVrIid0F48PKh,34:48,1225,1111,51,Moda
57,mwi34NMebvfs,43:11,30498,5726,5355,Vlogs
58,opBpVl8,10:55,29656,20459,5090,Culinaria
59,wp26xv12bB3lAtd,20:26,13651,12571,256,Esportes
60,D3JfELs,56:31,11071,9821,676,Tecnologia
61,37KbPDbTU,12:18,20149,6028,13096,Tecnologia
62,2NDniRaa2XWh2D,20:20,9070,4783,1657,Filmes
63,4EQkkSbF3g,44:12,28232,12380,3561,Moda
64,cz5eLugKYgAE,54:55,2999,458,441,Jogos
65,CMAc0aVB,27:30,3958,3644,247,Vlogs
66,rQL35908oPq8Rmpu,29:57,20663,6595,5139,Filmes
67,FCOxcgI996X7u6sKaZ,10:50,27541,18919,7699,Tecnologia
68,VsEAfqSE5MoljDgL,05:57,21483,2275,9069,Tecnologia
69,SLNYVDJJywqcv4W,05:09,2447,1170,842,Esportes
70,UzKsZHTydPyPu6,19:38,18417,9802,6219,Vlogs
71,iP3m2K3CWPS,26:10,30975,21511,7376,Esportes
72, r6o28 sU,54:00,25927,3626,9934,Noticias
73,0f6ERJ4Qmju,23:20,7811,2246,1368,Moda
74,H3QUS4,13:19,27025,3753,9054,Esportes
75,IXvORnAehHe,39:34,5317,3410,1472,Esportes
76,YQ8LOE7yThZvr0Vd9Jn,14:41,2329,1403,161,Filmes
77,ahZHYNsORBGN,15:51,18746,11425,4822,Tecnologia
78,NtsHSkoR7gH,34:25,25269,1713,368,Vlogs
79,N4gqD1iE,22:05,23281,3831,8668,Jogos
80,6iBqi7VhFoJQYXNJ,53:50,23903,2052,7141,Culinaria
81,RddtVydK4hXMUJRDfEN,21:48,9912,9556,147,Culinaria
82,4PES6,11:39,21912,7132,4662,Musica
83,i6h3znHKNr0UEel,08:40,13689,1943,77,Jogos
84,7CdZDokREpNoh,56:43,25172,3996,8706,Jogos
85,A5JrZq4jaEhRIW49Xww,49:44,12939,11693,516,Vlogs
86,mnbksR,40:55,27291,26164,357,Esportes
87,qZneNdpf,12:51,27104,21380,4686,Culinaria
88,W3JPq,39:07,23107,17180,769,Educacao
89,z8Z27Y2tz1Q,38:28,26534,2094,4030,Musica
90,s6aV6q ,28:12,1958,1914,6,Tecnologia
91,fGZhEkQ3iD,05:05,29577,5212,10476,Filmes
92,p3nMvPX,57:52,16729,12281,1549,Jogos
93,XcswdBdkdy4CrKh,46:44,5672,1266,351,Moda
94,uzrg2bgekh6l8d,59:50,16787,11376,4686,Esportes
95, fZ6c3igHBz7,02:58,12363,3430,1342,Tecnologia
96,iHMiLFRyMvYu3sPI,27:45,19861,6712,202,Jogos
97,8DQZ2j,05:43,21755,1332,11795,Noticias
98,i4jl53lO,21:52,21798,13848,2963,Noticias
99,L6f8cBNNCbQvUf0k,15:23,3855,2795,827,Educacao
100,WUDVw,22:13,12812,12803,9,Noticias
101,5qNm3,47:31,18881,8194,618,Culinaria
102,1Bswzd73j4,53:34,13007,4738,2150,Educacao
103,K4WVatd 7hyx,47:45,18334,2418,10128,Musica
104,tHZ3i1LG9ip,41:30,16585,15404,822,Culinaria
105,HiXmknq,39:43,3792,825,77,Moda
106,c4e5NHYFdwwbV9xxUem7,43:05,4017,1168,2843,Moda
107,26iLTm1KZin4,39:46,11896,10162,652,Culinaria
108,C5HaU5YJG NURwJf,47:14,28349,5203,10592,Jogos
109,gxBdfPQLRQ9 JJX8,36:57,2607,2384,33,Educacao
110,rKnBDw8P8cvB,56:21,28552,2998,15447,Moda
111,M3VUTfkWzkTQBOw3Sj,20:01,7655,6717,88,Vlogs
112,bemqaTrUJRd4mlV3Rc,21:29,15711,5928,4411,Vlogs
113,bEG02XSoRDX43wXZVo1Y,03:38,21237,4554,8939,Noticias
114,zfkZUT22HsHCGW,44:14,28402,11509,886,Filmes
115,FzpF3GxOAV,49:09,18311,14417,2280,Educacao
116,V06c8oK7juipeR,39:59,7603,6196,1006,Tecnologia
117,CRYC9ow,55:18,27309,6449,11449,Tecnologia
118,1NtUdm LXc,22:45,17336,3393,10860,Esportes
119,CwBwkW,47:36,27965,24487,1738,Filmes
120,VF23Diilk2LZaQHY3BHD,59:03,14359,6839,7371,Esportes
121,cgxKSUCUwttC31,45:30,943,309,574,Educacao
122,CjvgrKF9EPg5hUY4CS6f,11:53,24174,18816,3900,Vlogs
123,0ayW6yYmWGGdHcLC,16:02,522,68,234,Tecnologia
124,DvUTMhJaBJwh,05:55,6218,990,52,Noticias
125,CqnKFR0y3U5BXGNimwZ3,00:00,1417,1138,223,Moda
126,mDkhi4XIPujiyA,52:23,22406,12934,2606,Jogos
127,om1biV0KTG,38:07,26233,18202,316,Vlogs
128,R2XF6eygL1W5,13:56,30794,6150,2182,Vlogs
129,kyr78wkQFMF,45:40,30928,24480,4725,Noticias
130,XhId MB7,57:26,28195,5714,12621,Tecnologia
131,Vk1g9Ra TPvt8mUu,28:27,2591,1732,91,Moda
132,mUWja,29:19,15814,401,3573,Culinaria
133,34udsj,30:42,3083,1395,1245,Esportes
134,A2QM6iX,01:55,1495,268,935,Jogos
135,tFjfxy4sD61k,13:22,9897,1067,765,Educacao
136,IYEOr0fh91Ukw5,10:26,10069,3992,3406,Culinaria
137,D4gw Jp8,49:12,14151,5440,3350,Moda
138,zIZBG8WJVDo3U,51:17,21266,1432,6331,Esportes
139,GgKH1d,59:11,11376,8699,1265,Tecnologia
140,aIRYuvGHRo,36:16,11444,2830,8505,Educacao
141,R7C5BZNj,02:25,18704,4794,13717,Filmes
142,rJkVRXmWJ0WI3C8KMFq,16:15,17702,16067,182,Jogos
143,UouFg4Q3QeighOqs,29:37,28581,21945,6309,Noticias
144,U1RQiuJ,52:20,7239,3319,2803,Noticias
145,5gr9lavwUi,11:54,14543,7441,5322,Noticias
146,SGrMr5,35:03,27714,5772,4339,Musica
147,sQ2gnCI2PU2gtwYoo,48:17,6202,1367,4240,Jogos
148,5q rFW44VPFkq,56:47,8600,198,7140,Esportes
149,T11ni8J G,50:48,1686,1538,8,Culinaria
150,I8AoWhrL7Hd,12:38,3580,1133,889,Moda
151,pTqVUnB4v3wr48p3gM ,18:19,438,374,15,Jogos
152,HdljF7bV8,23:12,22965,17511,4182,Filmes
153,a2MpxTQ7guSz,50:13,7654,5105,269,Noticias
154,wdf4ZylDAHSzw89wB7tP,03:21,27786,18473,8246,Educacao
155,5akWVc,43:06,23982,22524,1133,Moda
156,Q3UCxeMrong5H5,46:15,10873,8904,1409,Moda
157,7yHkpOnWCNfw,37:57,20660,14848,254,Esportes
158,CENOMGTCN99,11:52,30502,2123,2423,Educacao
159,gcEmJ3TxmotB,16:44,3098,838,1119,Noticias
160,EiBRLty15fJIvUByIk,00:10,19107,6542,1825,Jogos
161,sC0jhD3WXVbHHGaZHYw4,53:27,7107,3209,3150,Moda
162, cRHEOi79tpCQbN1xs,06:30,28147,8433,4418,Noticias
163,z6ZP4zyrD8,35:33,16761,7700,6276,Educacao
164,MmEmNcqNx6Q3E,04:57,16168,6532,785,Noticias
165,ptJU8A,57:40,25174,15437,7606,Moda
166,0rowwFFSBfGtWMCegM,20:51,29371,26277,919,Noticias
167,Bk6JR,29:18,12368,12064,54,Vlogs
168,ILs6sfNpwD6CDpJOFzEJ,27:43,22647,1761,15958,Jogos
169,bAl9HbrbQoD6,26:11,13152,1922,8045,Filmes
170,ATSnhOylFDVb0DE,33:13,16400,6125,162,Tecnologia
171,ajE2dGJM,51:29,23090,8297,9695,Filmes
172,CRXZYOWR,58:54,27775,22761,3922,Moda
173,j3THshKundc8DnEB0ph,45:43,10124,5014,165,Culinaria
174,Nu1hYRZTlOj71VR,03:11,17442,3492,12769,Educacao
175,AHuF79dQhL4vNOIs,42:25,17708,7002,7717,Noticias
176,9e6ve6pM0jbkUgkh,35:51,26063,7695,6245,Filmes
177,xO8JBcFnphHjMNo7ljr,04:39,11979,662,6925,Tecnologia
178,WVq8QkS,27:45,26609,2935,17151,Moda
179,0KXHEfoWnNTpZAmG,30:44,14607,2953,4914,Vlogs
180,pehTTjjTBflGFXah,52:45,9277,2503,1265,Tecnologia
181,aDIe961P,34:28,26292,140,10646,Filmes
182,pelqbRhlqqjMxzH,52:29,6204,4442,1648,Musica
183,4gbCfpEKL5D3zb,18:23,20744,20545,28,Culinaria
184,6GvLXuvJsw9nQWwE,26:33,19334,15875,910,Esportes
185,feomFHHtNY,34:25,4804,2463,1576,Moda
186,Ym5 Fk2LadKS2Ya5P2ZB,22:42,29251,15798,11496,Esportes
187,5o6DtVefAWpi0mIT,03:09,3383,1816,168,Musica
188,EZysiCpaUmflz,02:55,30777,6775,19287,Culinaria
189,I3LoDTUPrO3iY,57:59,21887,10721,2572,Filmes
190,2gqqQ,41:56,27299,25882,264,Noticias
191,4JZzy4vHQX5Fgh0Dq,27:18,8107,1109,1849,Filmes
192,gmIPvxKf7mqB,03:51,23808,9242,13529,Tecnologia
193,5q9uiCpGt2KSZ,32:42,0,0,0,Tecnologia
194,qphMaSK723,34:38,6127,4816,1025,Educacao
195,vJt5V,17:00,14584,11780,1639,Filmes
196,VNvnZd8,14:04,22956,6408,5985,Educacao
197,GbuvTh,30:32,30020,333,24938,Culinaria
198,srDuG ,15:25,26080,14158,11558,Tecnologia
199,JsKqw,56:56,31468,14187,8283,Moda
200,XmwYUEn0GHRe,48:41,19725,18542,331,Musica
201,Hb80dCqztG,04:24,19246,1495,13472,Jogos
202,EJim6,21:45,6954,2226,4354,Educacao
203,eDxdQ,41:14,1672,1271,56,Noticias
204,zNVJnysa,01:09,6849,5326,179,Tecnologia
205,niJ3FhQih,17:19,18242,12389,5102,Tecnologia
206,7gQfst9H8Ojix6SB,01:06,30741,6762,9104,Jogos
207,VjbhryBzK,30:53,26704,676,14627,Esportes
208,E6gYNx1WY,48:37,18472,6701,10082,Esportes
209,ZzXwtd4BVApMbUz47,06:18,16202,11024,3659,Vlogs
210,XdqUOXu6aF,55:28,32604,21245,1934,Jogos
211,PL k9Tf T cxRxU,27:55,10041,1735,7264,Esportes
212, ENInP,52:24,26080,2304,686,Tecnologia
213,VgX5FJ9eVS9P0H0N,55:22,14134,5172,5883,Culinaria
214,Jz0RHZ,18:44,7065,4235,183,Filmes
215,84LXDq3yNVe5P7DFAg,28:11,189,149,24,Vlogs
216,oa9goDzfa0FrmsHvX,11:53,3008,566,1910,Educacao
217,U0SIS2H,59:47,27067,3614,8341,Musica
218,RY1P6hUHlker60Z5eZ,50:42,16356,1879,568,Esportes
219,tvqGozIGkyC2nEmu8JS,20:22,23593,3672,16616,Culinaria
220,98wSW0iTRS,32:15,10678,5804,3074,Moda
221,Me1qnUrlq4EW0Z,49:43,28182,24169,3325,Moda
222,L9JK2,56:55,30965,7603,4920,Vlogs
