1,2g obccX797owHUbE,39:45,21322,20462,404,Moda
2,Vv8Yae36GSuN,10:38,19043,12087,2809,Educacao
3,dmZuWdRD3,06:35,12227,11314,862,Jogos
4,EtA8GdxGA7lIif,03:15,5559,2107,1984,Esportes
5,uLlEHiHP81t9tw,17:35,29141,1517,10406,Musica
6,PWruUhxyN,59:01,13431,2186,1369,Filmes
7,dYEgNOaNgm91dgg5S62,31:05,26594,6591,8648,Tecnologia
8,43GEKwUhEQ08S yOlHQo,17:34,17823,2300,14119,Filmes
9,O5F6c4ZvmW,06:16,31633,23011,1697,Educacao
10,yLaZZaR9tKN,23:15,5147,3894,749,Vlogs
11,dNEYnLUeFj,49:24,21286,8050,5699,Noticias
12,OWnU18Vn,27:42,28481,7424,4272,Tecnologia
13,efWTwNBgtEoTj,10:09,14593,5097,2489,Jogos
14,HMalloAIMB,31:06,5542,4654,126,Filmes
15,9jQLg1ycMmEFnyp2yC,31:42,14301,1089,7011,Tecnologia
16,uj7ixIT2tDFHDc,32:16,3080,1097,1828,Noticias
17,8oupEOzR,04:22,32572,24775,3983,Esportes
18,JECMPmg,08:09,2570,2213,316,Culinaria
19,ZrNr1,51:48,8622,8544,64,Culinaria
20,ggwOdgE3vmpZo9,47:10,22148,4868,3279,Tecnologia
21,9niWm9K8Gy,00:25,16604,12647,3073,Noticias
22,PVJmuNg,36:15,22786,20725,599,Noticias
23,FfIfMdAZXSx,00:20,18297,4483,3122,Moda
24,aL79wcClLBi4l2A,25:14,14523,2986,3265,Tecnologia
25,vvTSHdsY,27:20,29516,7186,18541,Vlogs
26,V7gOby5,40:16,16965,2184,2958,Musica
27,d8WViIwzcHrQxEq,50:21,2119,1499,387,Tecnologia
28,9crW5I,01:03,23104,8300,4380,Filmes
29,0o5KvjVRUrU,53:43,1572,467,260,Educacao
30,KgT3BvR,33:54,31179,12917,3286,Educacao
31,GhQeW,54:21,17277,2296,445,Culinaria
32,pwmzIMKxq0vmJ,47:10,16657,11661,4406,Educacao
33,Veqj73m6yNulb7C,14:51,8865,3142,3,Musica
34,iUuBWp,11:08,18106,14556,2848,Tecnologia
35,l8xJqiQgKRC3XN69XNF,23:45,31775,2292,17433,Jogos
36,jR0lmiYT5mdQ15,18:18,1946,1227,16,Moda
37,brs1Ke,23:58,19926,11647,4597,Musica
38,nVXq2NTR,42:27,12965,12458,294,Musica
39,6KbAIGj,16:25,18319,6756,7914,Vlogs
40,XUpUjzTHihitq8,26:21,21834,5031,225,Musica
41,6oXBJm7onhth2kxQ,13:41,29066,27596,1113,Educacao
42,yznAyDg OPvNFf,41:38,4416,2797,505,Jogos
43,LIe3 xUv,51:21,24087,3130,3435,Jogos
44,ARMDS,26:16,17002,7441,1672,Esportes
45,NUmFqbuxWA,43:30,14772,2185,1754,Culinaria
46,NQXybKdYrRz0Y2lJ,30:56,12881,1405,621,Tecnologia
47,IWiH5FuGWCsqn92AR,09:06,2623,2353,229,Tecnologia
48, Hazz4HtE,50:50,6887,3872,2901,Moda
