1,xt99E 3a o,13:59,10579,9305,195,Jogos
2,oOCmH7jE8a8YLD2e,41:32,32011,22325,1560,Culinaria
3,QiHmHa,21:55,21148,8120,8542,Vlogs
4,R1eUu5HXlMG2HVRUA3,23:36,21965,382,546,Jogos
5,z5GXInbsvrQTL,21:21,13835,5041,8116,Vlogs
6,GZLBjBTJJJpm2UM,17:13,17251,16217,89,Musica
7,FOXY5CIr,24:16,13019,12466,545,Filmes
8,1W9VsQAmS0,59:48,19556,4736,10979,Noticias
9,70BYKQ,44:07,15804,397,7137,Moda
10,t4E1jEMRP,58:27,18944,1954,5292,Noticias
11,9YUUsD70tIovl,24:05,275,186,68,Filmes
12,Zv1oCu,33:34,20194,7631,764,Noticias
13,aOn9PRAJpGSNt,24:10,3153,126,2068,Filmes
14,Rcm65X,32:04,5458,638,3641,Noticias
15,LpDynFnoc6G6Lad2tV,12:34,8437,566,447,Filmes
16,lYMVyiURdD1,11:22,24069,373,8567,Jogos
17,1GMk6W9,50:00,2161,1678,375,Jogos
18,gVPmP3DM46aP7epK5w,58:11,15964,6670,7354,Vlogs
19,UCzsClJ0GBlCw0oyaFL,09:36,16948,4516,1664,Moda
20,RnOY7FsOqd,32:52,23174,2091,14915,Filmes
21,ZEBzGi2,20:42,9874,7415,2166,Tecnologia
22,jbsHRKIZXW77,22:37,10697,4968,755,Esportes
23,apBjed36TdKVZ 9m2SX,28:32,13496,2607,6608,Moda
24,7GQcafC,49:59,7611,2326,3362,Tecnologia
25,1HYwvu,31:31,20556,17253,3068,Vlogs
26,hHQR1PNT,17:02,29823,6120,9777,Culinaria
27,cWoALQBt,09:33,7973,1529,686,Jogos
28,Na8DscnX6vAJdh,22:39,1560,905,101,Tecnologia
29,pdkFOuP8Px1VjLPUeaF,31:54,20285,5548,14016,Esportes
30,jfIEsN,40:37,30830,20918,8340,Moda
31,fLGB Ejb,39:12,9505,2775,3129,Musica
32,ZfRggpjKOrST3u,18:10,19252,2379,1513,Moda
33,ax2IbgW9Ry w4tam2 ,22:59,18993,17000,1054,Esportes
34,yRsnM5fuWuL01G0,29:02,15330,12657,72,Jogos
35,t4xzKu8F,05:55,13323,169,13070,Tecnologia
36,zi8Kv6YJN,51:29,13341,1152,3857,Vlogs
37,cNvgZlf66wViOXaEjd,15:07,1508,192,826,Educacao
38,73UVXnb,05:30,7221,5108,556,Educacao
39,WZdqmeSE,51:21,1515,680,64,Moda
40,hdHXRIu4Y3H6zl,09:46,5144,346,247,Jogos
41,Msb3AHX9MH9cNpgd9,00:44,3860,2191,336,Educacao
42,uZzF1GulBojGQKG6,57:44,27131,3985,5575,Culinaria
43,fVMCjY,07:57,9490,6340,926,Filmes
44,I5VHFHANLoI6wt8a,52:23,24852,2489,10906,Moda
45,boTLSat,43:53,1006,728,81,Esportes
46,8NalfY,45:55,11372,8487,910,Culinaria
47,lrAa2A5Y,11:29,11193,9854,833,Filmes
48,yKm7C4ICA3,29:12,10515,8238,1450,Vlogs
49,SOqCMYTBzUFLUGiPvoO,57:51,2240,54,1683,Tecnologia
50,lx6Ei7vvDoFf,15:57,15384,654,7514,Culinaria
51,AeDK7c,21:41,29896,16580,9075,Noticias
52,0YPheG6LucdhT5rfAkf,00:46,18561,10048,1307,Noticias
53,H7gmC0sOnx0Ir4,32:49,32101,9305,15043,Musica
54,6OMemB 5dO,25:07,31053,3905,19420,Musica
55,MqQwMn3ay4BZMeT,21:50,23138,9799,7255,Filmes
56,zZmNhHomJyKWZoH,48:20,29306,3403,1735,Musica
57,cXyYX0 tMulV2HSttq8,07:53,12220,8276,615,Filmes
58,EzwlXszxexqJSk,40:47,2340,1624,655,Musica
59,9oBdyGwG81 kuN,42:54,10086,4304,2983,Moda
60,d0BSyAHvSHysmJwlVp,54:20,8693,8229,137,Tecnologia
61,VurV1Uaz,32:48,9076,1642,4666,Filmes
62,h0MVIfweMSPQRh2,24:18,26668,16783,1393,Musica
63,c26o8My5Izq4W,04:16,27492,2401,4717,Moda
64,mUB0k3ENgjJ1,49:07,21538,19613,1285,Moda
65,XZEOGJI,04:22,29540,18455,6395,Musica
66,IXV onS3s ,15:35,21776,761,6125,Vlogs
67,BOy9z,08:16,8986,4797,1659,Filmes
68,WCMf 8iVFOu,06:57,20698,14521,59,Filmes
69,B1lKJKYKQdhK,42:22,1910,1411,189,Musica
70,UvDp3swWruy Jc8pgXHm,57:49,12731,10552,251,Noticias
71,RplOw,27:32,14351,12465,348,Culinaria
72,xbCmmbR2U3q,22:34,14037,405,1965,Educacao
73,Y7cnp52P9j4P63N,45:07,5853,3730,1225,Filmes
74,X VFSbPHU,49:35,26609,6768,2234,Filmes
75,AWBu1tJ,15:15,6776,4168,1102,Educacao
76,QciQ18fw,54:23,25653,14306,3468,Tecnologia
77,AiJpqHwji0qo5kf,04:07,7770,722,56,Educacao
78,88G1x48d80BI,21:49,8682,4003,2005,Jogos
79,ZaSyp8yBvGBG,57:15,24207,19473,4699,Esportes
80,5laLT8RdufV8bbAGHpS,20:33,30004,45,22219,Jogos
81,C3iVzyEmmg0PBOPNnAo,49:34,26943,231,5477,Tecnologia
82,teqfg,42:10,14246,6231,4252,Noticias
83,yBXIJl,39:26,30011,14831,12553,Educacao
84,4Lad L,36:16,27093,16944,9474,Vlogs
85,eH4zc,22:53,24763,16681,6246,Educacao
86,Sq5Lp,58:36,11749,8436,1451,Jogos
87,jQ3KJiiA008Ag,29:40,5864,1874,3641,Vlogs
88,zKmDKxCzMXbdIXtC,00:18,20737,7646,4654,Esportes
89,18fafI6wQCWn,25:18,2044,911,893,Moda
90,H JET,36:28,14624,4178,9638,Educacao
91,23cQiU ,03:37,13954,12962,854,Esportes
92,UdQX7ixTx,54:30,21868,1630,6743,Moda
93,RjUiZ6wXmsx3,56:00,13130,1345,6923,Musica
94,o53F7y8tMPbEMa,28:51,18112,1114,4906,Moda
95,a3S0XH DrAzhjxCxaZ4,51:24,15198,3216,1756,Tecnologia
96,HS4h M,14:28,8533,6763,1261,Educacao
97,Vwly1N,57:08,28742,15516,12258,Musica
98,KxmLou0sNH,57:26,7859,298,4550,Moda
99,zxaAtBFTWwHrV,09:09,21263,2917,4359,Esportes
100,1rLhVrP,18:11,14377,13601,428,Esportes
101,MKkohccy,30:56,12826,2741,77,Culinaria
102,q4VeQzsPK5i9Isoir7I,52:14,5805,1638,2596,Tecnologia
103,0k7akmYBAze1,36:18,13755,10406,257,Tecnologia
104,uG5dP7G1n3,20:22,10761,5631,695,Culinaria
105,8brn2,02:57,4221,2848,566,Filmes
106,8plOBAK52Bot,01:06,21903,10452,1490,Moda
107,mhHf8Q,55:51,24673,16304,6009,Jogos
108,0ZqdOzL6R5quPpg,28:35,15914,9072,6647,Moda
109,cG9gatq,43:03,14241,11083,3096,Tecnologia
110,Ox6h5EY5tB,53:25,17554,1086,14589,Musica
111,f cF82k,49:53,28008,4572,8946,Tecnologia
112,iYrGjqJlH8v,01:14,10978,331,4893,Moda
113,lkOjAsqS86ue5,13:36,21864,4177,6290,Vlogs
114,tQoQd 0FwmvCWa,02:54,26211,6667,1714,Jogos
115,gNipekbgJpa,13:39,23372,1838,8869,Moda
116,AgQqv5tK Ksn,38:46,16149,3790,1193,Educacao
117,NNtqakVEtBiy2amK1bh,59:54,13684,4761,799,Jogos
118,HoBk4yKN,32:42,16267,12480,3477,Educacao
119,l1s713K167,53:30,10440,7379,2733,Culinaria
120,3ClReiDCfX,03:43,7878,6009,282,Noticias
121,YQb4BJriUxT07i,28:13,443,74,51,Noticias
122,pFoA0dlOiD0kRjwOGT,34:22,9462,2601,2187,Culinaria
123,5XyI720XKth8Tk,28:10,22126,9239,5394,Esportes
124,hAxpx,26:35,26978,4432,4405,Culinaria
125,L7WWYPMTa08,21:59,3255,2334,361,Noticias
126,Rh4IgYzLRis,11:34,19418,4137,9889,Tecnologia
127,eDviW,59:58,1934,30,118,Tecnologia
128,5bdnw0,14:37,26064,7994,5701,Culinaria
129,E2TEaah ,36:14,20755,9360,10771,Culinaria
130,1p4ZqZz6nNeuBxEG9O09,39:03,7055,2282,4405,Culinaria
131,rv8fxR3NCL,19:03,19396,9064,71,Educacao
132,11G8ZKDZzFfOGWIV1,13:42,12443,2087,908,Vlogs
133,yip8XsuqPJHdUJANw,07:51,14874,52,10806,Tecnologia
134,Q4E3lE8N87hAI5xsNk,29:25,16275,1053,3701,Vlogs
135,FI Rjm,13:40,15362,9896,3147,Educacao
136,IkFWOFgbkP8,23:58,21057,6184,1244,Filmes
137,qt6XF3Xu,06:57,14567,11632,748,Musica
138,LCaJTHzQg,49:55,19069,18856,73,Jogos
139,dpAKkhipmw6uAZ9NeS,24:23,14235,9553,408,Filmes
140,dZWj7N,06:40,18663,9997,7321,Filmes
141,akyUw9aR9U,28:09,29070,8571,12102,Esportes
142,ibnjAjvu9jQmX6,34:33,8022,3353,2253,Filmes
143,SmOg2CPDDZX,51:12,26371,2940,103,Musica
144,QdxTpygXq,19:53,24956,8461,878,Musica
145,6zDSvdHqQ,54:36,14076,9431,541,Esportes
146,6h6royk,29:36,27918,15929,9533,Vlogs
147,j9Rf28j1KB,12:31,15178,5449,8580,Culinaria
148,lcE2VjItGuHpv8APSvoA,59:06,3648,3146,116,Filmes
149,zAC2HrVOPaT3PlkkbH0,03:30,31824,4199,10377,Moda
150,2jB0wxlva1K5QofZ,12:05,10056,1577,6700,Noticias
151,fiTPK,44:34,30784,10106,9784,Moda
152,qWElTTt143wi,40:35,15849,3752,6536,Filmes
153,l73aLL3gb,47:17,2512,65,1386,Moda
154,FbYUsIIB2i,06:33,10270,4824,5184,Vlogs
155,sBYLomJ,52:14,9208,2322,305,Vlogs
156,qCoNWcBmQWJ,03:06,915,99,262,Noticias
157,KqzjLb,20:27,11419,3296,1056,Esportes
158,yOPyhcFvKhOZAjo,33:24,20149,8687,7407,Musica
159,TaCyJTr,12:56,31213,17594,2092,Musica
160,9awcPOx5Fu05M,39:35,20873,9383,1546,Culinaria
161,r6qvBIQ9I69cR,36:24,12289,5642,4763,Vlogs
162,E8gbLZm,23:17,32468,22514,352,Vlogs
163,RdZfoCn4IhAhlXkBn,21:03,12163,3619,7973,Educacao
164,T3KKY3CG,25:28,7026,2989,3398,Jogos
165,ay2lSV9WbON9,48:24,25213,6604,11628,Jogos
166, I0ni,35:35,13649,3896,8453,Moda
167,U5JZVVXK,20:39,6053,5773,268,Tecnologia
168,Pa 44OjClFMjYcN,27:27,31352,1070,26970,Culinaria
169,VE97zaBXq,50:02,26753,23429,1253,Jogos
170,fIRMC,44:39,23461,5431,2107,Noticias
171,su6ybPEjgHco,09:12,16600,12760,410,Tecnologia
172,jYEbuhtTkQb,24:17,26801,17515,2717,Moda
173, df7OOBH90so47vQXs,06:00,15611,277,10947,Noticias
174,hZObcyY6GUdguiYB0,09:07,18097,4449,7406,Educacao
175,qkiqI7Ccsi,39:14,22726,1722,19254,Esportes
176,mZrRgeTyk0WDmm33H,45:49,28428,23158,1041,Vlogs
177,vOI4q09WbHCj,23:27,21786,3904,9970,Educacao
178,mXj8jGf4NTC,34:11,971,608,12,Culinaria
179,rUMlb,21:32,18505,10603,7558,Tecnologia
180,8o3kV,06:54,11712,7256,916,Jogos
181,5W8g2ezTju9xD Qy3,54:55,16596,232,14505,Jogos
182,OfJV6A4QdXvXlCMH,11:54,5866,3505,1200,Musica
